"animal","mother","father","hatch.mass","week2.mass","week2.tarsus","week4.mass","week4.tarsus","adult.tarsus","egg.mass","maternal.line","paternal.line","sex","replicate","hatching.day","hatch.env","week2.env","week4.env","survive","exclude.surv"
"CY3334","A1487","A1608",8.13,61.1,31.5,157.5,41.3,41.6,11.54,"L","H","Female","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CY3362","A1493","A1555",8.73,54.3,29.9,146.3,39.9,40.9,13.34,"L","H","Female","1","18","1a 1","1a 1 5","1a 1 A",1,FALSE
"CR1374","A1515","A1596",9.09,66.1,31,166,38.6,NA,13.07,"H","L","Male","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CY3323","A1604","A1599",8.07,55.3,30.1,151.8,39.4,40.2,10.94,"L","H","Female","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CY3332","A1487","A1608",8.06,71.1,33,171.2,40.3,NA,11.67,"L","H","Male","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CG2717","A1625","A1549",7.24,53.2,28.8,132,37.4,NA,10.22,"L","H","Female","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CY3327","A1487","A1608",8.54,57.9,31.3,150.2,40.7,41.4,11.92,"L","H","Female","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CR1383","A1618","A1536",8.9,59.9,29.2,170.1,37.6,NA,12.99,"H","H","Male","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CY3325","A1604","A1599",8.75,57.6,29.2,168.2,37.9,NA,12.22,"L","H","Male","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CY3336","A1580","A1626",6.73,52.5,28.3,124.6,35.7,36,10.58,"L","H","Male","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CR1421","A1523","A1490",8.01,48.5,28,140.6,38.1,39.3,12.22,"H","H","Male","1","18","1a 1","1a 1 5","1a 1 A",1,FALSE
"CY3335","A1483","A1491",9.22,61,31.2,153.1,39.6,NA,13.43,"L","L","Male","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CY3330","A1493","A1555",9.39,56.8,30.7,151.5,39,39.9,13.16,"L","H","Male","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CY3326","A1493","A1555",8.31,59,30.8,158.2,39.1,NA,12.51,"L","H","Male","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CR1376","A1523","A1490",8.29,56.8,30.3,151.6,38.7,NA,12.28,"H","H","Male","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CR1382","A1532","A1583",8.51,52.3,30.2,147.1,39.8,40.7,11.88,"H","H","Female","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CR1416","A1515","A1596",9.49,59.3,29.9,172.1,41.1,42.8,13.36,"H","L","Female","1","18","1a 1","1a 1 5","1a 1 A",1,FALSE
"CG2718","A1507","A1598",8.16,55.1,30.5,157,39.3,39.5,11.9,"L","L","Female","1","17","1a 1","1a 1 5","1a 1 A",1,FALSE
"CR1385","A1537","A1649",8.88,49.6,29.6,147.4,39.3,40.2,12.07,"H","L","Female","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CY3346","A1614","A1632",8.14,56.5,29.6,144.7,38.1,38.8,11.84,"L","L","Male","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CY3349","A1614","A1632",8.58,61.6,30.3,152,37.8,NA,12.03,"L","L","Male","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CY3328","A1487","A1608",8.23,61.7,30.9,158.8,38.9,39.7,11.74,"L","H","Male","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CY3339","A1580","A1626",7.67,67,30.4,144.6,36.2,NA,10.83,"L","H","Male","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CR1386","A1537","A1649",9.14,50,28.7,145,37.9,39.3,12.31,"H","L","Female","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CY3366","A1568","A1565",7.45,62.2,30.1,160.8,38.6,39.3,11.54,"L","H","Female","1","18","1a 1","1a 1 6","1a 1 B",1,FALSE
"CY3338","A1580","A1626",7.51,57.5,29.4,146,37.1,38,10.62,"L","H","Female","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CR1414","A1648","A1597",8.54,56,29.8,140.4,38.5,39.2,11.92,"H","L","Female","1","18","1a 1","1a 1 6","1a 1 B",1,FALSE
"CY3345","A1582","A1588",6.68,54.4,29.5,146.4,38,38.3,10.4,"L","H","Male","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CR1390","A1618","A1536",8.72,58.6,29.9,162.4,38.1,38.7,12.43,"H","H","Female","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CR1401","A1648","A1597",8.72,39.8,26.6,117.9,35.9,NA,11.87,"H","L","Male","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CR1392","A1637","A1538",8.7,60.4,30.6,141.7,37.4,NA,12.42,"H","L","Male","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CR1397","A1546","A1527",8.71,61.2,29.9,161.8,38.6,40,12.17,"H","H","Female","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CY3342","A1568","A1565",7.71,61.4,30.8,170,38.9,39.3,11.14,"L","H","Female","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CR1388","A1564","A1545",8.47,62.8,31.5,151.6,39.1,39.7,12.08,"H","H","Male","1","17","1a 1","1a 1 6","1a 1 B",1,FALSE
"CY3361","A1614","A1632",7.28,44.2,27.4,137,37.8,39,11.21,"L","L","Female","1","18","1a 1","1a 1 6","1a 1 C",1,FALSE
"CR1395","A1546","A1527",9.21,53,28.5,140.1,37.5,39,12.94,"H","H","Male","1","17","1a 1","1a 1 6","1a 1 C",1,FALSE
"CR1424","A1556","A1621",8.52,54.8,30.6,159.1,40,40.9,12.43,"H","H","Male","1","18","1a 1","1a 1 5","1a 1 C",1,FALSE
"CY3347","A1524","A1516",7.67,52.5,28.7,131.7,37.4,38.6,11.04,"L","H","Male","1","17","1a 1","1a 1 6","1a 1 C",1,FALSE
"CR1389","A1564","A1545",8.84,69.1,33,176.3,41.2,NA,12.22,"H","H","Male","1","17","1a 1","1a 1 6","1a 1 C",1,FALSE
"CR1404","A1569","A1642",8.32,55,30.3,138.4,38.1,38.3,11.88,"H","L","Male","1","17","1a 1","1a 1 7","1a 1 C",1,FALSE
"CR1420","A1573","A1603",8.75,52.2,26.8,144.4,37,37.8,13.05,"H","L","Male","1","18","1a 1","1a 1 7","1a 1 C",1,FALSE
"CR1413","A1546","A1527",8.84,63,30,154.1,38.8,40.25,11.92,"H","H","Female","1","17","1a 1","1a 1 7","1a 1 C",1,FALSE
"CR1403","A1532","A1583",8.56,61.2,31.2,160.1,40.6,41.8,11.72,"H","H","Female","1","17","1a 1","1a 1 7","1a 1 C",1,FALSE
"CR1384","A1573","A1603",8.8,50.9,27.8,143,37,37.8,13.03,"H","L","Female","1","17","1a 1","1a 1 7","1a 1 C",1,FALSE
"CY3365","A1651","A1576",7.89,45.4,28.3,124.6,38.4,NA,11.3,"L","L","Female","1","18","1a 1","1a 1 7","1a 1 C",1,FALSE
"CR1408","A1595","A1610",10.37,70.6,30.6,175.4,38.4,39,14.58,"H","H","Female","1","17","1a 1","1a 1 7","1a 1 C",1,FALSE
"CR1402","A1532","A1583",8.59,57.7,29.7,156.2,38.9,39.5,11.61,"H","H","Female","1","17","1a 1","1a 1 7","1a 1 C",1,FALSE
"CY3357","A1582","A1588",7.73,62.1,31.2,154.8,38.4,39.6,11.06,"L","H","Female","1","17","1a 1","1a 1 7","1a 1 C",1,FALSE
"CY3324","A1483","A1491",9.97,67.5,32.1,145.8,40.3,41.1,14.14,"L","L","Male","1","17","1a 1","1a 1 7","1a 1 C",1,FALSE
"CY3355","A1582","A1588",6.79,46.6,27,131.4,36.4,37.4,10.2,"L","H","Female","1","17","1a 1","1a 1 7","1a 1 C",1,FALSE
"CR1406","A1648","A1597",8.44,54.5,29.6,149.4,38.6,38.9,11.73,"H","L","Male","1","17","1a 1","1a 1 7","1a 1 C",1,FALSE
"CR1375","A1637","A1538",8.51,64.9,30.5,136.6,37.3,37.7,12.09,"H","L","Male","1","17","1a 1","1a 1 8","1a 1 H",1,FALSE
"CY3359","A1614","A1632",8.36,56.5,29.2,152.7,38.6,39.9,11.67,"L","L","Female","1","17","1a 1","1a 1 8","1a 1 H",1,FALSE
"CR1409","A1595","A1610",10.02,67.3,30.9,166.1,40.5,41.5,14.9,"H","H","Female","1","17","1a 1","1a 1 7","1a 1 H",1,FALSE
"CY3353","A1625","A1549",5.57,58.5,29.1,151.6,38.4,38.5,9.2,"L","H","Male","1","17","1a 1","1a 1 7","1a 1 H",1,FALSE
"CY3331","A1493","A1555",8.89,66,32.1,152.4,40.6,41.7,12.44,"L","H","Female","1","17","1a 1","1a 1 8","1a 1 H",1,FALSE
"CR1411","A1595","A1610",10.02,70.5,30.8,171.7,38.4,38.9,14.41,"H","H","Male","1","17","1a 1","1a 1 8","1a 1 H",1,FALSE
"CR1379","A1502","A1641",8.19,56.5,31,133.1,39,39.3,11.32,"H","L","Male","1","17","1a 1","1a 1 8","1a 1 H",1,FALSE
"CR1419","A1637","A1538",8.39,56,29.8,147.6,38.3,38.9,12.24,"H","L","Female","1","18","1a 1","1a 1 7","1a 1 H",1,FALSE
"CY3352","A1484","A1592",8.38,55.8,30.6,150,39.5,40.7,11.65,"L","H","Male","1","17","1a 1","1a 1 8","1a 1 H",1,FALSE
"CR1398","A1564","A1545",8.19,69.6,31.3,163.8,37.4,NA,11.74,"H","H","Male","1","17","1a 1","1a 1 7","1a 1 H",1,FALSE
"CY3333","A1604","A1599",9.11,55.6,30.9,152,40.4,41.9,12.29,"L","H","Female","1","17","1a 1","1a 1 8","1a 1 H",1,FALSE
"CR1407","A1509","A1562",7.9,50.9,29.4,134.4,39.7,40.6,11.53,"H","H","Female","1","17","1a 1","1a 1 7","1a 1 H",1,FALSE
"CR1422","A1537","A1649",7.92,52.9,30,136.2,38.7,39.4,11.88,"H","L","Female","1","18","1a 1","1a 1 8","1a 1 H",1,FALSE
"CY3341","A1568","A1565",7.23,54.9,29.3,144.4,38.9,40.3,11.42,"L","H","Female","1","17","1a 1","1a 1 8","1a 1 H",1,FALSE
"CR1410","A1546","A1527",9.14,66.9,30.8,152,37.3,NA,12.44,"H","H","Male","1","17","1a 1","1a 1 7","1a 1 H",1,FALSE
"CR1391","A1523","A1490",8.39,56.1,29.7,140.5,37.4,38.2,12.52,"H","H","Male","1","17","1a 1","1a 1 8","1a 1 H",1,FALSE
"CR1381","A1532","A1583",9.18,51,29.8,135.5,39.4,40.3,11.52,"H","H","Female","1","17","1a 1","1a 1 8","1a 1 H",1,FALSE
"CR1377","A1573","A1603",9.03,60.9,29.9,140.4,37.5,38.9,13.14,"H","L","Female","1","17","1a 1","1a 1 8","1a 1 H",1,FALSE
"CY3351","A1630","A1486",7.16,44.3,26.7,124.3,36.4,37.5,10.52,"L","L","Female","1","17","1a 1","1a 1 7","1a 1 H",1,FALSE
"CR1378","A1515","A1596",9.6,69.8,31.7,176.6,39.7,40.2,13.5,"H","L","Male","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CY3329","A1483","A1491",9.77,59.4,30.1,135.2,39.3,40.3,13.79,"L","L","Male","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CY3344","A1633","A1494",7.27,58.8,30.4,143.2,39.1,NA,11.65,"L","H","Female","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CY3363","A1487","A1608",8.04,57.8,31.3,144,40.7,39.7,11.87,"L","H","Female","1","18","1a 1","1a 1 8","1a 1 I",1,FALSE
"CR1394","A1556","A1621",9.53,66.1,32.5,164.4,40.9,41,12.63,"H","H","Female","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CR1396","A1546","A1527",8.75,60.4,30.1,143.8,38,38.6,11.77,"H","H","Male","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CR1400","A1564","A1545",8.71,68,31.6,156.3,39.1,39.4,12,"H","H","Female","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CR1412","A1648","A1597",8.76,53.7,30.5,130.3,38.2,38.8,11.94,"H","L","Male","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CR1380","A1584","A1594",9.14,58,30.3,139.1,37.3,NA,13.06,"H","H","Female","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CY3348","A1524","A1516",7.95,52.8,28.2,119.8,36.9,38.4,11.35,"L","H","Female","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CY3343","A1553","A1485",6.85,47.2,27.9,123.3,38.5,39.7,9.64,"L","L","Female","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CY3364","A1651","A1576",7.64,43.7,27.4,110,36.4,38.4,11.19,"L","L","Female","1","18","1a 1","1a 1 8","1a 1 I",1,FALSE
"CY3350","A1630","A1486",7.47,49.1,27.9,130.2,37.1,38,10.85,"L","L","Female","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CY3360","A1582","A1588",7.24,58.6,30.2,129.3,38.8,39.4,10.33,"L","H","Female","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CR1393","A1618","A1536",9,66,30.9,171.9,39.6,40.3,12.76,"H","H","Female","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CR1405","A1569","A1642",8.47,57.3,30,145.3,38.3,38.6,12.01,"H","L","Female","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CY3354","A1517","A1620",7.88,45.9,28.2,130,40,NA,10.91,"L","L","Male","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CY3356","A1625","A1549",7.34,60.7,29.8,142.7,38.2,38.7,10.27,"L","H","Male","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CY3340","A1580","A1626",7.43,62,30.7,142.3,37.7,38.1,10.72,"L","H","Male","1","17","1a 1","1a 1 8","1a 1 I",1,FALSE
"CY3395","A1625","A1549",5.33,44.8,28.1,127.9,37.8,38.8,8.18,"L","H","Female","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CY3391","A1614","A1632",7.72,50.7,28.4,137.9,37.1,38.1,11.31,"L","L","Female","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CY3393","A1582","A1588",7.61,53.3,29.7,134,37.8,NA,11.13,"L","H","Male","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CR1477","A1573","A1603",9.22,58.4,29.3,150.1,37.8,38.6,12.95,"H","L","Female","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CR1435","A1564","A1545",8.31,51.3,28.8,145,38.8,NA,11.82,"H","H","Male","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CY3436","A1484","A1592",7.61,46.2,29.2,137.7,39.5,41.5,10.87,"L","H","Female","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CY3383","A1524","A1516",7.13,47.5,27.8,123.3,36.5,NA,10.6,"L","H","Male","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CR1475","A1618","A1536",8.78,66.7,31.6,157.6,39.4,NA,12.9,"H","H","Male","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CY3439","A1616","A1534",7.5,47.6,27.8,123.7,36.3,37.4,10.25,"L","L","Male","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CY3384","A1651","A1576",8.07,48.1,30,128.2,38.5,40.5,11.5,"L","L","Female","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CR1433","A1546","A1527",9.06,54.1,29.6,147.2,39.2,40.3,12.45,"H","H","Female","1","17","1a 2","1a 2 1","1a 2 D",1,FALSE
"CR1479","A1637","A1538",8.77,59.2,31.6,145.2,39.2,40,12.59,"H","L","Male","1","17","1a 2","1a 2 1","1a 2 D",1,FALSE
"CY3390","A1524","A1516",7.09,46,28,125.1,37.1,38.6,10.56,"L","H","Female","1","17","1a 2","1a 2 1","1a 2 D",1,FALSE
"CR1427","A1648","A1597",8.22,50,29,148.9,38.1,38.9,11.6,"H","L","Female","1","17","1a 2","1a 2 1","1a 2 D",1,FALSE
"CR1431","A1546","A1527",8.9,55.8,29.8,146.2,38.6,39.4,12.59,"H","H","Female","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CY3392","A1651","A1576",7.75,49.2,30,124.9,38.1,39.2,11.2,"L","L","Male","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CR1428","A1546","A1527",8.88,54.6,29.7,138.5,38,NA,12.71,"H","H","Male","1","17","1a 2","1a 2 1","1a 2 D",1,FALSE
"CY3385","A1614","A1632",8.31,58.8,30.1,158.2,38,38.9,11.61,"L","L","Female","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CY3443","A1651","A1576",7.45,45.7,28.8,130.3,38.4,NA,11.28,"L","L","Male","1","18","1a 2","1a 2 1","1a 2 D",1,FALSE
"CY3432","A1633","A1494",8.15,50.2,29.3,133.1,39.2,NA,11.68,"L","H","Male","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CY3378","A1582","A1588",7.91,47.4,29,119.4,36.9,37.7,11.45,"L","H","Female","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CR1483","A1618","A1536",9.32,59.8,30.7,160.9,39.1,40,13.51,"H","H","Female","1","18","1a 2","1a 2 1","1a 2 J",1,FALSE
"CY3382","A1524","A1516",7.67,61.7,30.6,145.9,38.1,NA,11.05,"L","H","Male","1","17","1a 2","1a 2 1","1a 2 J",1,FALSE
"CY3386","A1614","A1632",8.41,48.9,28.3,138.6,37.1,37.9,11.71,"L","L","Female","1","17","1a 2","1a 2 1","1a 2 D",1,FALSE
"CR1482","A1564","A1545",8.64,60.7,31.6,165.6,40.5,41.1,12.46,"H","H","Female","1","18","1a 2","1a 2 1","1a 2 J",1,FALSE
"CR1434","A1556","A1621",7.5,24.5,21.9,NA,NA,NA,10.7,"H","H","Male","1","17","1a 2","1a 2 1","1a 2 ",1,TRUE
"CR1471","A1512","A1551",8.52,50.7,29.7,142,39,40.4,12.45,"H","L","Female","1","17","1a 2","1a 2 2","1a 2 D",1,FALSE
"CY3407","A1493","A1555",8.73,56.1,30.6,148.2,39.8,40.7,12.5,"L","H","Female","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CR1437","A1595","A1610",10.44,65.1,31.9,170,40.7,NA,14.73,"H","H","Male","1","17","1a 2","1a 2 2","1a 2 D",1,FALSE
"CY3404","A1487","A1608",8.17,67,33.1,165.3,41.8,42.7,11.66,"L","H","Female","1","17","1a 2","1a 2 2","1a 2 D",1,FALSE
"CY3403","A1529","A1548",8.21,54.4,31.8,152.5,41.8,42.4,11.57,"L","L","Female","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CY3398","A1582","A1588",7.65,51.2,29.5,142.4,38.8,39.1,10.98,"L","H","Female","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CY3408","A1529","A1548",8.26,52.7,30.8,143.4,40.7,41.5,11.46,"L","L","Female","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CY3428","A1633","A1494",8.14,54.1,29.7,143.2,38.4,NA,11.41,"L","H","Male","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CR1448","A1502","A1641",8.04,40,26.2,NA,NA,NA,12.18,"H","L","Male","1","17","1a 2","1a 2 2","1a 2 D",1,TRUE
"CY3401","A1614","A1632",7.88,55.5,31,158,40.2,NA,11.09,"L","L","Male","1","17","1a 2","1a 2 2","1a 2 D",1,FALSE
"CR1444","A1564","A1545",7.92,65.6,32.5,162,40.1,40.5,11.77,"H","H","Female","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CY3440","A1487","A1608",7.68,50,29.5,141.9,39.8,40.6,11.81,"L","H","Female","1","18","1a 2","1a 2 2","1a 2 D",1,FALSE
"CR1472","A1573","A1603",8.87,59,30,163,39.5,40.2,12.54,"H","L","Female","1","17","1a 2","1a 2 2","1a 2 D",1,FALSE
"CY3402","A1487","A1608",7.96,55.4,31.1,148.2,40,NA,11.81,"L","H","Male","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CY3412","A1487","A1608",7.92,61.6,31.7,158.7,40,NA,11.66,"L","H","Male","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CY3411","A1529","A1548",8.46,55.6,30.6,140.4,39.2,40,11.92,"L","L","Male","1","17","1a 2","1a 2 2","1a 2 D",1,FALSE
"CY3400","A1568","A1565",7.59,59.6,30.5,160.3,39.4,NA,11.53,"L","H","Female","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CY3431","A1633","A1494",7.95,45.7,28.7,128.8,38.4,40.1,11.37,"L","H","Female","1","17","1a 2","1a 2 2","1a 2 D",1,FALSE
"CY3433","A1633","A1494",7.85,52.3,29.2,145,38.2,38.7,11.26,"L","H","Male","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CR1484","A1556","A1621",8.17,55.7,31,167.7,40.7,41.3,11.84,"H","H","Female","1","18","1a 2","1a 2 2","1a 2 D",1,FALSE
"CR1449","A1502","A1641",8.3,53.2,30.1,147.9,38.6,39.5,11.77,"H","L","Male","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CR1438","A1595","A1610",10.52,59.2,30,158.9,38.7,39.9,14.27,"H","H","Male","1","17","1a 2","1a 2 2","1a 2 D",1,FALSE
"CR1445","A1615","A1600",8.31,58.2,30.6,166.9,40.1,40.6,12,"H","L","Female","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CR1439","A1569","A1642",8.14,52.2,29.9,139.8,38.6,NA,11.53,"H","L","Male","1","17","1a 2","1a 2 2","1a 2 E",1,FALSE
"CY3438","A1630","A1486",7.46,29,23.1,94.6,33.9,NA,10.96,"L","L","Male","1","17","1a 2","1a 2 2","1a 2 K",1,FALSE
"CY3414","A1483","A1491",8.87,52.2,29.6,142.7,40,41.4,12.74,"L","L","Female","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1470","A1573","A1603",8.95,61.7,30.3,162.7,38.5,NA,12.62,"H","L","Female","1","17","1a 2","1a 2 3","1a 2 E",1,FALSE
"CY3415","A1580","A1626",7.6,57.4,30.2,136.4,38.2,38.9,10.73,"L","H","Female","1","17","1a 2","1a 2 3","1a 2 G",1,FALSE
"CR1465","A1512","A1551",8.28,60.5,31.2,162.6,40.2,40.9,12.31,"H","L","Male","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1454","A1618","A1536",8.95,56.3,29.5,136.6,37.6,NA,13.01,"H","H","Male","1","17","1a 2","1a 2 3","1a 2 J",1,FALSE
"CR1463","A1532","A1583",8.47,56.9,30.4,149.6,39.2,39.7,12.18,"H","H","Male","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1458","A1515","A1596",10.14,69.6,30.8,177.4,39,39.1,14.19,"H","L","Male","1","17","1a 2","1a 2 3","1a 2 E",1,FALSE
"CY3427","A1604","A1599",8.9,51.8,29.7,146.2,38.6,39.2,11.95,"L","H","Female","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1457","A1573","A1603",8.95,57.5,30.2,155.5,39.6,40.6,12.43,"H","L","Female","1","17","1a 2","1a 2 3","1a 2 E",1,FALSE
"CR1459","A1515","A1596",10.2,70.4,30.6,174.1,40.1,40.9,13.91,"H","L","Female","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CY3413","A1493","A1555",8.99,62.6,31.6,152.5,40,NA,13.01,"L","H","Male","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1464","A1512","A1551",8.37,60.6,31.5,144.4,39.4,NA,12.32,"H","L","Male","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1480","A1637","A1538",8.41,54.1,28.3,143.9,36.2,36.7,12.57,"H","L","Female","1","18","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1455","A1618","A1536",9,72.7,32,173.9,38.9,39.4,12.88,"H","H","Male","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1460","A1512","A1551",8.24,50.4,29.9,138,39.6,40.4,12.57,"H","L","Female","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CY3418","A1604","A1599",8.59,55.2,30.7,148,38.7,39.2,11.53,"L","H","Female","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CY3434","A1616","A1534",7.4,42.7,26.2,114,36.7,39,10.27,"L","L","Female","1","17","1a 2","1a 2 3","1a 2 G",1,FALSE
"CR1456","A1637","A1538",8.91,53.6,29.3,134.4,37,NA,12.65,"H","L","Male","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1462","A1532","A1583",8.73,59.3,30.6,142.1,38.8,39.2,12.16,"H","H","Female","1","17","1a 2","1a 2 3","1a 2 G",1,FALSE
"CY3419","A1553","A1485",6.96,44,26.5,133.7,37.1,37.8,9.75,"L","L","Female","1","17","1a 2","1a 2 3","1a 2 E",1,FALSE
"CY3437","A1630","A1486",7.21,53.4,30.2,133.8,37.4,37.7,10.72,"L","L","Male","1","17","1a 2","1a 2 3","1a 2 G",1,FALSE
"CY3420","A1604","A1599",8.75,50.2,28.7,140.7,38.4,39.2,11.74,"L","H","Male","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1453","A1637","A1538",8.32,59.9,30.2,152.9,38.3,38.7,11.85,"H","L","Female","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1466","A1515","A1596",10.37,54.3,28.6,164.7,39.4,40.9,14.17,"H","L","Female","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1467","A1515","A1596",10,55.6,29.7,162.6,39.6,40.5,13.85,"H","L","Female","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1481","A1615","A1600",8.13,48.1,29.8,144.2,40.9,41.4,12.34,"H","L","Female","1","18","1a 2","1a 2 3","1a 2 F",1,FALSE
"CY3426","A1580","A1626",6.88,53.8,27.6,141,36.6,NA,10.07,"L","H","Male","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CY3424","A1553","A1485",6.8,42.3,27.6,121.9,37.5,39,9.84,"L","L","Female","1","17","1a 2","1a 2 3","1a 2 F",1,FALSE
"CR1473","A1637","A1538",8.88,68.5,31.1,161.1,38.5,39,12.76,"H","L","Female","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CY3409","A1529","A1548",8.25,63.4,30.9,140.3,38.4,38.8,11.86,"L","L","Male","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CR1446","A1537","A1649",8.76,67,31,126.6,37.4,38.8,12.15,"H","L","Female","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CY3381","A1614","A1632",7.88,51.7,28.2,129.4,37.1,38.1,11.33,"L","L","Male","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CR1452","A1502","A1641",8.12,51,29.4,129.1,38.3,39.1,11.39,"H","L","Male","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CY3397","A1507","A1598",8.23,67.1,31.2,151.4,37.5,38,11.73,"L","L","Male","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CR1451","A1635","A1647",7.67,60,30.4,139.2,39.2,40,11.25,"H","H","Female","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CY3380","A1524","A1516",7.71,57.2,27.8,126.3,37,38.8,11.21,"L","H","Male","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CR1474","A1618","A1536",8.63,66.1,31.6,161.8,39.8,NA,13.16,"H","H","Male","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
