Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FC	log2FoldChange	pvalue	padj	tagwise.dispersion	trended.dispersion
FBtr0303384	3045	1221	589	552	125	122	1784	2061	929	324	194	169	910.37	1591	229	0.145	-2.789	9.36694381147004e-12	3.22565120830758e-09	0.1037	0.0901
FBtr0344981	3763	509	490	273	116	118	2205	859	773	160	180	164	723.56	1279	168	0.131	-2.931	3.96010057944764e-11	1.28933674683943e-08	0.1201	0.0943
FBtr0085094	101410	46896	59580	17936	10031	12131	59423	79163	94004	10543	15554	16825	45918.69	77530	14307	0.185	-2.438	7.1235911772838e-11	2.27789548592181e-08	0.0907	0.1061
FBtr0072087	1737	669	614	434	159	140	1018	1129	969	255	247	194	635.29	1039	232	0.224	-2.16	1.33008936530185e-10	4.17858074815091e-08	0.0725	0.0975
FBtr0343497	396	313	221	98	25	17	232	528	349	58	39	24	204.84	370	40	0.111	-3.176	2.0781575787796e-10	6.30738436664514e-08	0.1434	0.143
FBtr0083967	853	252	289	129	52	65	500	425	456	76	81	90	271.3	460	82	0.178	-2.488	3.24013603283756e-10	9.5116583508233e-08	0.0951	0.13
FBtr0333662	1167	526	369	279	70	85	684	888	582	164	109	118	424.06	718	130	0.183	-2.454	3.31333723153927e-10	9.56966609760866e-08	0.0951	0.1109
FBtr0071240	288	93	117	41	10	15	169	157	185	24	16	21	95.13	170	20	0.121	-3.045	4.25973859107556e-10	1.21077998333952e-07	0.1282	0.1709
FBtr0290019	6546	2254	2494	1907	616	815	3836	3805	3935	1121	955	1130	2463.68	3859	1069	0.277	-1.852	1.23130024553821e-09	3.39213746105427e-07	0.0622	0.085
FBtr0299968	2277	879	1073	492	294	283	1334	1484	1693	289	456	393	941.43	1504	379	0.252	-1.991	1.62309636475625e-09	4.33802785129705e-07	0.0713	0.0896
FBtr0100375	843	511	550	253	96	101	494	863	868	149	149	140	443.67	742	146	0.197	-2.342	1.814541314271e-09	4.77838107568393e-07	0.0954	0.1092
FBtr0334328	4054	1306	1560	879	484	482	2376	2205	2461	517	750	669	1496.19	2347	645	0.275	-1.865	3.26304006755917e-09	8.46829833185247e-07	0.0661	0.0855
FBtr0082139	749	168	148	94	30	41	439	284	234	55	47	57	185.77	319	53	0.166	-2.59	5.59961631170357e-09	1.39267124018994e-06	0.1178	0.1469
FBtr0080838	2191	715	503	467	182	189	1284	1207	794	274	282	262	683.88	1095	273	0.249	-2.004	5.79634215755989e-09	1.42185067144418e-06	0.0772	0.0956
FBtr0088370	182	50	59	25	6	8	107	84	93	15	9	11	53.21	95	12	0.128	-2.964	5.99588589184606e-09	1.45090443151095e-06	0.1302	0.1781
FBtr0333020	3063	1108	1432	1020	403	351	1795	1870	2259	600	625	487	1272.64	1975	571	0.289	-1.791	8.04368166367709e-09	1.87511387471296e-06	0.0643	0.0865
FBtr0310653	230	121	95	42	7	18	135	204	150	25	11	25	91.57	163	20	0.127	-2.973	8.84591462557919e-09	2.01256735335989e-06	0.147	0.1719
FBtr0334309	1029	213	282	103	77	41	603	360	445	61	119	57	274.04	469	79	0.167	-2.584	8.87880833838338e-09	2.01256735335989e-06	0.1231	0.1295
FBtr0087115	234	75	81	40	9	10	137	127	128	24	14	14	73.81	131	17	0.136	-2.876	9.87763796639981e-09	2.21098578830402e-06	0.1356	0.1759
FBtr0302938	672	245	279	175	49	55	394	414	440	103	76	76	250.45	416	85	0.206	-2.278	1.01911936063401e-08	2.25300869023126e-06	0.0979	0.1337
FBtr0079148	121	19	45	4	5	4	71	32	71	2	8	6	31.6	58	5	0.082	-3.602	1.25693584184078e-08	2.71383493527196e-06	0.1682	0.1721
FBtr0337056	1895	422	300	302	94	91	1110	712	473	178	146	126	457.6	765	150	0.196	-2.35	1.25787848119491e-08	2.71383493527196e-06	0.108	0.1079
FBtr0112878	1457	182	199	153	38	41	854	307	314	90	59	57	280.11	492	69	0.14	-2.833	1.53352644265894e-08	3.23068917749336e-06	0.1517	0.1283
FBtr0071934	2632	870	1155	680	347	348	1542	1469	1822	400	538	483	1042.27	1611	474	0.294	-1.768	2.09482023930643e-08	4.21482539609667e-06	0.0663	0.0883
FBtr0077409	1633	576	600	160	144	195	957	972	947	94	223	270	577.28	959	196	0.203	-2.299	3.05065180163361e-08	6.01693398843052e-06	0.1099	0.1002
FBtr0110971	349	96	80	49	12	19	205	162	126	29	19	26	94.42	164	25	0.152	-2.72	3.0576924830914e-08	6.01693398843052e-06	0.1359	0.1709
FBtr0344980	3769	1765	1589	1402	538	520	2209	2979	2507	824	834	721	1679.09	2565	793	0.309	-1.692	3.44758482101018e-08	6.56764908402439e-06	0.0634	0.0852
FBtr0330730	2611	1792	1715	979	494	381	1530	3025	2706	575	766	528	1521.79	2420	623	0.258	-1.957	3.59963209720619e-08	6.78511704891276e-06	0.0837	0.0855
FBtr0308065	2958	770	925	935	214	264	1733	1300	1459	550	332	366	956.69	1497	416	0.278	-1.845	4.01458979113668e-08	7.48846451977964e-06	0.075	0.0894
FBtr0080932	703	221	329	129	50	86	412	373	519	76	78	119	262.79	435	91	0.209	-2.261	4.06924600309311e-08	7.51216372962767e-06	0.1055	0.1315
FBtr0307289	1257	577	579	209	185	131	737	974	914	123	287	182	535.92	875	197	0.224	-2.157	6.31714643274869e-08	1.0982635065168e-05	0.1021	0.1025
FBtr0332260	1986	872	973	561	304	315	1164	1472	1535	330	471	437	901.49	1390	413	0.296	-1.754	7.73765051753712e-08	1.31960102683369e-05	0.0709	0.0902
FBtr0302692	3397	574	578	566	190	228	1991	969	912	333	295	316	802.49	1291	315	0.244	-2.038	9.41859397991842e-08	1.57625011587289e-05	0.0955	0.0922
FBtr0310647	2609	1056	807	951	206	150	1529	1783	1273	559	319	208	945.18	1528	362	0.238	-2.071	1.06398433706866e-07	1.76414514110078e-05	0.0997	0.0895
FBtr0446106	218	189	186	60	26	30	128	319	293	35	40	42	142.91	247	39	0.159	-2.655	1.36051264555009e-07	2.21479090398777e-05	0.1495	0.1581
FBtr0087307	1934	837	913	707	302	247	1133	1413	1441	416	468	343	868.85	1329	409	0.308	-1.7	1.38010846596485e-07	2.22645065766059e-05	0.0694	0.0908
FBtr0088774	6303	3418	3042	2674	1024	1020	3693	5770	4800	1572	1588	1415	3139.5	4754	1525	0.321	-1.64	1.45910370854261e-07	2.33287233114933e-05	0.0662	0.0856
FBtr0089963	1929	493	465	457	165	170	1130	832	734	269	256	236	576.08	899	254	0.282	-1.827	1.62527752955653e-07	2.53076910624077e-05	0.0799	0.1002
FBtr0075077	914	253	196	203	28	49	536	427	309	119	43	68	250.43	424	77	0.184	-2.442	1.64997856751389e-07	2.54708329383372e-05	0.1354	0.1336
FBtr0308562	752	144	148	78	50	40	441	243	234	46	78	55	182.68	306	60	0.193	-2.375	2.25778788415703e-07	3.39749644047058e-05	0.1283	0.1476
FBtr0301500	317	151	158	25	32	30	186	255	249	15	50	42	132.64	230	36	0.15	-2.736	2.85995719328726e-07	4.26777112168291e-05	0.1653	0.1607
FBtr0336616	936	502	401	267	133	125	548	847	633	157	206	173	427.52	676	179	0.264	-1.92	2.99920465210078e-07	4.40219325452202e-05	0.091	0.1106
FBtr0308254	6184	1033	736	1051	322	287	3624	1744	1161	618	499	398	1340.63	2176	505	0.232	-2.107	4.05404154574543e-07	5.81651994935903e-05	0.1139	0.0861
